Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=f19f2d3f9bfb981f,Wifi SW AP Protocol Engineer,대한민국,,"Linux 기반 WiFi AP 개발 경험자. 2) Embedded WEB-UI 개발 경험자( cgi, javascript, html, css, php, asp 등등) 3) 네트웍 프로토콜 관련 User Space 프로그램..."
https://kr.indeed.com/viewjob?jk=e27f2233f33f8e5b,"IT개발-LMS, LCMS 개발 (.net(c#))",서울,,"경력자 (MVC사용가능자 MSSQL사용가능자(SP사용가능자) - JavaScript, jquery, Ajax개발 가능자 - 이러닝 서비스 개발 경험... 가능자(SP사용가능자) - JavaScript, jquery, Ajax개발..."
https://kr.indeed.com/viewjob?jk=2e7ab001dc2ce379,모바일 및 웹개발,서울 서울숲역,,"CSS/Java/ Javascript/OpenAPI) 개발 및 소스분석 가능자 3) DBMS(Oracle/MSSQL) 모델링 설계 및 개발 가능자 4) HTML, CSS, 웹 접근성, Javascript/jquery 등 웹..."
https://kr.indeed.com/viewjob?jk=9c2aa761a79dfbf8,JAVA개발(대리),대한민국,,동하는 신규서비스 개발 [자격요건] - 핵심역량 : JAVA / javascript / Spring / MySQL / Oracle / eclipse... 핵심역량 : JAVA / javascript / Spring / MySQL...
https://kr.indeed.com/viewjob?jk=9d008f81b839cfa7,커머스 FE/서버 개발(e-commerce full-stack devel...,서울 이태원역,,"이상 하신 분 - Vanilla 혹은 JQuery 사용에 능숙하고 Javascript Framework 기반 개발(Vue, React, Angular... JQuery 사용에 능숙하고 Javascript Framework 기반..."
https://kr.indeed.com/viewjob?jk=70cec3def4ca3b27,응용프로그래머[팀장급],서울 성수동,,"Java ( JavaScript)"" 중 최소 한가지 언어로 개발 가능한 분 - MS-Windows Server, MS-SQL 개발 경험 필수 - HTTP 기반의 XML, JSon 통신 개발 경험 - JavaScript 기반의..."
https://kr.indeed.com/viewjob?jk=fe26cae834d06055,자바개발,대한민국,,WEB : JSP / JQuery / JSON / AJAX / Javascript - DB : Oracle / MySQL 유경험자 - 경력 : 순수... JSON / AJAX / Javascript - DB : Oracle...
https://kr.indeed.com/viewjob?jk=29f0c5f3a79f4822,Application 개발,경기도,,"Java, C/C++, Shell Script, Object-C, Javascript, JSON, REST API -. Mobile UI/UX에 대한... Script, Object-C, Javascript, JSON, REST..."
https://kr.indeed.com/viewjob?jk=75a1f925e5637e4d,Full Stack Senior 개발자,서울 강남구,,"Python등의 개발언어에 능숙하신 분 - HTML5, CSS3, Javascript, MySQL에 대해 경험이 있으신 분 - jQuery나 다른... 분 - HTML5, CSS3, Javascript, MySQL에 대해 경험..."
https://kr.indeed.com/viewjob?jk=296c6bb502e96e53,웹사이트 개발 및 유지보수(과장급),서울 상암동,,"성별 무관, 경력 7~ 10년 이상 - ASP.NET (C#), Javascript 에 능숙하신 분 - MSSQL 쿼리 작성에 능숙하고 프로시저 개발... ASP.NET (C#), Javascript 에 능숙하신 분 - MSSQL..."
https://kr.indeed.com/viewjob?jk=df4f6b62bb0c9c10,모바일 선불결제 서비스 개발 (대리-과장),성남 판교역,,apache/tomcat 경험자 - full stack 개발자 - javascript / jquery - 대외서비스(포털서비스 등) 모바일 앱 연동... full stack 개발자 - javascript / jquery - 대외...
https://kr.indeed.com/viewjob?jk=e164bf875f180cbf,프론트엔드 개발자(리드),서울 역삼역,,"개발 ? 웹서비스 제품의 사내 운영 툴 Frontend 개발 [필요기술] ? Vue.js, Javascript, Typescript, CSS ? Cypress, Jest ? RESTful API ? MySQL ? Git..."
https://kr.indeed.com/viewjob?jk=fac38573ff3a8037,JAVA개발(3명),대한민국,,WEB : JSP / JQuery / JSON / AJAX / Javascript - DB : Oracle / MySQL 유경험자 - 경력 : 순수... JSON / AJAX / Javascript - DB : Oracle...
https://kr.indeed.com/viewjob?jk=1d8bc62cfb4d199e,모바일 결제 서비스 개발 (대리-과장),성남 판교역,,apache/tomcat 경험자 - full stack 개발자 - javascript / jquery - 대외서비스(포털서비스 등) 모바일 앱 연동... full stack 개발자 - javascript / jquery - 대외...
https://kr.indeed.com/viewjob?jk=bb318f30e7cac8a9,JAVA 개발,대한민국,,WEB : JSP / JQuery / JSON / AJAX / Javascript - DB : Oracle / MySQL 유경험자 - 경력 : 순수... JSON / AJAX / Javascript - DB : Oracle...
https://kr.indeed.com/viewjob?jk=50eb80575fc89ac6,ERP SYSTEM 운영 및 Program 개발,경기도 이천,,"Javascript, VB.NET 개발 가능자 [전형절차] 서류- 면접-합격 [제출서류] 자격요건 1. 대졸이상 2. ERP 4년 이상 경력자 3. MS SQL 중급 이상자 4. C#, ASP, Javascript, VB..."
https://kr.indeed.com/viewjob?jk=3021f2a2b118a9f7,정보System 운영 및 관리(정규직),경기도 수원,,"등) - Application 프로그램 개발 (c#, .NET) - WEB 프로그램 개발 (c#, javascript, Html) - Infra 관리(서버, 사내 솔루션 운영 및 유지보수) [자격요건] - 초대졸 이상..."
https://kr.indeed.com/viewjob?jk=29fd1dfb52807853,Software Engineer,대한민국,,"Cloud 환경에서의 스크립트 작성 및 유지 보수 가능 · Javascript 및 SQL에 대한 이해, DBMS의 Query 처리에 대한 이해... 작성 및 유지 보수 가능 · Javascript 및 SQL에 대한 이해..."
https://kr.indeed.com/viewjob?jk=6d7996cd08e6c7f4,JAVA웹어플리케이션 개발,서울 가산동,,"경험자 - 웹서버(Apache, Tomcat) 활용 경험자 - javascript프레임웍(jQuery) 경험자 - SI Project 수행 경험자... Tomcat) 활용 경험자 - javascript프레임웍(jQuery..."
https://kr.indeed.com/viewjob?jk=c4e7809eb035c7ee,웹개발팀장,서울 잠실역,,"경험자 우대 - TDD 및 스크립트 언어(Ruby, Python, Javascript) 경험자 우대 [전형절차] 실무면접(테크면접없음)- 임원면접... Ruby, Python, Javascript) 경험자 우대 [전형절차..."
https://kr.indeed.com/viewjob?jk=158d61f253f65fb4,2020년 하반기 각 부문 신입/경력,서울 금천구,,Heroku 1명 웹 서비스 프런트엔드 (Front-end) 개발자 [담당업무] ㆍHTML / CSS / javascript 퍼블리싱 ㆍReact 기반 웹 프론트 개발 ㆍReact Native 기반 앱 프론트 개발 ㆍ근무부서...
https://kr.indeed.com/viewjob?jk=e2394d668d5c6895,(성남시민 주목) 웹 개발자 전문가 양성과정 참여자,성남 분당구,,"차별 교육) 1주. 프론트엔드 : 웹서비스 원리 이해, 유저가 보는 부분 만들기 2주. 프론트엔드 : Javascript에 익숙해지기, 유저 입력에 작동하는 프론트엔드 만들기 3주. 프론트엔드/백엔드 : OpenAPI를 이용..."
https://kr.indeed.com/viewjob?jk=a548fccae71ef2a6,유명 바이오 의료기기 스타트업 Backend 개발자,서울 서초구,"연봉 50,000,000원 - 60,000,000원","단위테스트 작성, TDD 개발 우대사항 ● Python(Django) 또는 Golang 개발 경험 ● javascript(React) 경험 ● 단위테스트 작성, TDD 개발 경험 ● 활발한 코드리뷰 경험 ● 웹서비스 배포 및..."
https://kr.indeed.com/viewjob?jk=665e5885dfd75df4,[카카오커머스] 기술직군,성남 분당구,,"판매자/관리자를 위한 백오피스 서비스 개발 ㆍ개발 환경을 위한 도구 및 서비스 공통 모듈 개발 지원자격 ㆍ javascript에 대한 관심과 이해도가 높으신 분 ㆍAngular, React, Vue 등 프레임웍을 이용한 개발..."
https://kr.indeed.com/viewjob?jk=5249119dfe1af777,2020년 각 부문별 신입/경력,성남 분당구,,"MyBatis,JPA 등) 기반 서버개발 Javascript(jQuery) 기반 프런트개발 [자격요건] 초대졸 이상 관련분야 전공자 경력 3년 이상 ~ 10년 이하 [우대사항] Javascript, jQuery 능숙자 RDB..."
https://kr.indeed.com/viewjob?jk=8327679eecb720a4,2020년 NHN TOAST 개발자,성남 판교역,,"능력 - Javascript MV* 프레임웍(React.js, Vue.js, Angular.js) 개발 및 운영경험 - JavaScript 에 대한 깊은 이해 - Full Javascript Web Application..."
https://kr.indeed.com/viewjob?jk=28fe1c7cb71014dc,2020 KB데이타시스템 경력직 상시,서울 마포구,,"End 개발 경력 0명 [지원자격] - HTML(5), CSS, Javascript(최소 ES5), React 기본 지식을 보유한 분 - 웹 표준... 갖추신 분 [우대사항] - Javascript MV* Framework..."
https://kr.indeed.com/viewjob?jk=ba9770b7b17a038e,현대오토에버 경력사원 대규모 상시,서울,,"필수 기술 : Java, Javascript, React -우대 기술... 프레임웍을 능숙히 사용할 수 있는 역량 - SQL 작성 역량 - Javascript 사용 역량 - 대형 DB 설계 및 튜닝 경헙자 우대 - 포털 등..."
https://kr.indeed.com/viewjob?jk=c5783af875e8ec98,추천팀 서비스 개발자 (계약),성남 판교역,,"다양한 툴 개발 지원자격 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 HTML, CSS, Javascript에 대한 지식이 있으신 분 우대사항 풀스택 웹 서비스 개발 경험이 있으신 분 React, Vue..."
https://kr.indeed.com/viewjob?jk=dd1dcbf0ec6c7e1c,[i2max] 웹디자인/퍼블리싱/반응형 HTML/CSS/Javascrip...,서울 마포구,,인터넷·IT·통신·모바일·게임>HTML·퍼블리싱·UI개발>css|인터넷·IT·통신·모바일·게임>HTML·퍼블리싱·UI개발>웹퍼블리셔(HTML코딩)|인터넷·IT·통신·모바일·게임>HTML·퍼블리싱·UI개발>웹표준|인터넷...
https://kr.indeed.com/viewjob?jk=b412a515e27cf8c1,[라프텔] React 웹/모바일 개발자,서울,,React 또는 React Native를 사용한 프로덕트 개발 및 릴리즈 경험 React 개발 흐름과 JavaScript에 대한 깊은 이해 추가 정보 우대 사항 프론트엔드 유닛/통합 테스트 경험 TypeScript 사용...
https://kr.indeed.com/viewjob?jk=3fd4b8cd7aa6f587,[유명 인터넷 금융사] 클라우드 플랫폼 개발자,성남 분당구,,"Infrastructure as Code를 이해하고 구현할 수 있는 분 · Golang, Python, Javascript 중 하나 이상의 언어에 능숙한 분 (우대사항) · 서비스를 설계 단계부터 참여해서 오픈한 경험이 있는..."
https://kr.indeed.com/viewjob?jk=9ae38560d316844f,웹개발(node Js &백엔드&javascript) 신입,서울 성동구,,"웹개발(node Js &백엔드& javascript) 신입 채용 모집부문 및... 사원 [자격요건] 경력사항: 신입 학력사항: 학력무관 직무기술: Javascript/NodeJS 경력 : 무관 (신입도 지원 가능) (사원, 팀원급..."
https://kr.indeed.com/viewjob?jk=e51b53a1e0924c05,[NAVERxLINE] Global Ad SDK Engineer,서울,,"워크, 비동기처리 등) - JavaScript, HTML5, CSS3 관련... 경험 - 해외 출장/근무에 결격사유 없는 분 [우대사항 ] - JavaScript 기반 SDK 혹은 라이브러리 개발 경험 - HTML5 Video..."
https://kr.indeed.com/viewjob?jk=5677a2eb3bba9c10,[기술기획] 클라우드 플랫폼 개발자,성남 분당구,,"업무, 기반 기술 및 트렌드에 대한 전반적인 지식과 경험이 있는 분 · Golang, Python, Javascript 중 하나 이상의 언어에 능숙한 분 [공통 우대 사항] · 국가유공자 및 장애인 등 취업보호대상자는 관계법..."
https://kr.indeed.com/viewjob?jk=4a491598cdafd777,11번가 QA 분야,서울 중구,,"적인 마인드와 유연한 커뮤니케이션 능력 보유 - SW 테스팅에 대한 무한 긍정적 에너지 우대 사항 - JavaScript / python / Java 등 각종 개발 경험 - 빌드, 배포 시스템, GIT 유경험자 - UI 테스..."
https://kr.indeed.com/viewjob?jk=a2a58dc6daa27016,네이버 일본 맛집 서비스 CONOMI React Native 개발자,서울,,"리툴 및 Batch Job 개발 - 구현 기능에 필요한 DB Schema 설계 [ 필요 역량 ] - JavaScript / React 기본 개발 역량을 갖추신 분 - React, Node.js, Express or Koa..."
https://kr.indeed.com/viewjob?jk=bade80833bbd0926,Front-end Engineer (Javascript),서울 강남구,,"3년 이상 경력 수준의 HTML, CSS등 W3C 웹 표준에 대한 이해 • JavaScript ES6와 같은 Modern JavaScript에 대한 활용 능력 • 성능 최적화에 대해 지속적으로 고민하고 노력하시는 분 우대..."
https://kr.indeed.com/viewjob?jk=5512f4f0f98ff884,온누리 선교재단 CGNTV 부분별 신규/경력,서울 용산구,,"블리싱, 프론트엔드 개발 1명 - 퍼블리셔 경력 1년 이상 - 반응형, 모바일 작업 - HTML/CSS/ javascript 숙련 - 포트폴리오 제출 (URL 기재 및 파일 첨부) - 프론트엔드 개발업무 가능자 - Jquery..."
https://kr.indeed.com/viewjob?jk=2563d7a03894ff2a,JavaScript 경력 개발자,성남 분당구,,"부설연구소에서 웹 UI( javascript) 개발 경력자 모집합니다. 자격요건 ㆍfront-end 개발 경력자 ㆍ경력 : 경력 2년 ~ 10년 (대리, 과장, 팀원급) 필요역량 ㆍ javascript 능숙, Jquery 가능..."
https://kr.indeed.com/viewjob?jk=d27ce4c733af48c9,하이브리드앱 개발,서울 강남구,,MVC Javascript Framework 사용 경험있는 분 우대 [전형절차] 서류전형(온라인설문참여 필수) - 1차 실무면접-2차 임원면접 -합격발표 [제출서류] 한글 이력서 자격요건 - JavaScript...
https://kr.indeed.com/viewjob?jk=a0189433794de62c,[NAVERxLINE] Global Ad Web/Backend Engin...,서울,,"성장합시다! [자격요건 ] - 프로그램 설계, 디버깅, 자료구조 및 알고리즘의 이해가 가능하신 분 - Javascript에 대한 전문적인 개발 역량과 HTML/CSS에 대한 이해가 있으신 분 - React, Angular..."
https://kr.indeed.com/viewjob?jk=dc6096ae6d087793,"응용프로그래머,알고리즘,영상처리, 머신비전, AI 개발자",서울 금천구,,"실무 수행가능한 분 [웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙자 - HTML, JavaScript, css 능숙자 - MS SQL, Oracle, MySQL 등 DBMS 설계 및 운영 가능자 - 웹..."
https://kr.indeed.com/viewjob?jk=8f897aba2bc6b934,웹 애플리케이션 엔지니어,성남 분당구,,"능숙한 분 - 웹서비스나 Web API 개발이 가능한 분 (SOAP, RESTful API 등) - Javascript를 이용한 클라이언트 개발이 가능한 분 (jQuery, Ajax 사용 경험 필요) - c#, java..."
https://kr.indeed.com/viewjob?jk=0de20ccd01ca4a3c,(주)산업마케팅 하반기 각 부문 공개,서울 구로구,,"사이트 구축 및 기존사이트 유지보수 ㆍ고도화(PC/MOBILE) ㆍHTML, CSS 표준을 이해하고, javascript, Jquery 사용 가능하신 분 ㆍ웹 표준 퍼블리싱 및 시멘틱 마크업에 대한 이해가 있는분 ㆍ반응형 웹..."
https://kr.indeed.com/viewjob?jk=8ed1efaf7b652197,"핸즈 개발자(Nodejs, Vuejs, NativeScriptVue, C...",성남 수내동,,"웹 및 앱 개발 가능자 # 경력 사항 : 3년 미만 [ 2. 모바일서비스 개발 ] # 필요 스킬 : Javascript, Node.js, Vue.js, NativeScript-Vue # 우대 사항 : PostgreSQL..."
https://kr.indeed.com/viewjob?jk=354f2b5770312af9,[] 웹프로그래머 채용공고,서울 논현동,,"전반적인 이해도가 있으신 분 [우대사항] - Web 2.0 Contents 개발 경험이 있는 분 - JAVAScript , PHP 언어 사용 가능하신 분 - 게임 회사 근무 경력이 있는 분 - 라이브 서비스 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=a02aec8af3bdd4b5,2020년 코난테크놀로지 하반기,서울 서초구,,"대졸자 또는 그에 준하는교육 이수자 - Java, JSP/서블릿, javaScript, Unix/Linux, RDB/SQL, 자료구조 - 정보처리기사... Java , JSP/서블릿, javaScript, Unix/Linux..."
https://kr.indeed.com/viewjob?jk=671d4c70cfc0e627,[판교IT대기업]재무정보시스템 개발자,성남 분당구,,"재무회계/관리회계/연결회계/전자결재 등 회계 업무 시스템 개발 경력자 - Java 개발 능숙자 - JavaScript, JQuery 개발능숙자 - Spring/myBatis 등 Framework 개발 가능자 - Oracle..."
https://kr.indeed.com/viewjob?jk=187f3264cf2384c6,프론트엔드 개발자,서울,,"개발 리디북스 웹뷰어, PC뷰어 개발 자격 요건 프론트엔드 개발 경력 3년 이상 HTML, CSS, JavaScript 최신 스펙에 대한 이해 Single Page Application 개발 경험 REST API 클라이언..."
https://kr.indeed.com/viewjob?jk=c857ad51ae8efc97,GC녹십자헬스케어 가족사 각 직무별 신입/ 경력사원,서울 구로구,,"3. 필요기술 1) JavaScript, Python 2) Machine... 트웨어, 컴퓨터 관련 학과 2. 경력 3년 이상인 자 3. C#, JavaScript, MSSQL 활용 가능자 4. IOS, Android 개발 경험..."
https://kr.indeed.com/viewjob?jk=b6d8ae980ccf34c8,DX혁신부문 Tech Lab Junior Web & Server Deve...,서울 강남구,,"또는 4년 미만 • 필수사항 [Web Frontend Development] - HTML, CSS, Javascript, JQuery - Ajax 기반 비동기 처리방식 이해 [Server Development..."
https://kr.indeed.com/viewjob?jk=78e73cf9bf4ba977,2020년도 경력사원 상시[Android개발],성남 분당구,,"개발 [필수요건] ㅇ Android JAVA, Kotllin 기반 APP 개발 경험 2년 이상 ㅇ JAVAScript, HTML5, JAVA, Spring 개발 경험 [우대요건] ㅇVue.js/React, RESTfull..."
https://kr.indeed.com/viewjob?jk=3b9719a191ef0273,UI마크업 개발자(),성남 판교역,,"보유한 자 - vuejs/react/bootstrap 등 최신 FE 환경에 대한 마크업 경험자 - javascript 활용 가능자 본 채용은 상시 채용으로 면접이 수시로 진행되며, 先지원자에게 기회가 먼저 부여되므로..."
https://kr.indeed.com/viewjob?jk=648b43e381d11605,Data Platform 데이터 시각화 웹 개발 신입/경력 엔지니어,성남 수정구,"연봉 40,000,000원 - 50,000,000원","무관) 학력사항: 대학교(4년)졸업 이상(공학, 자연계열) 직무기술: HTML5, CSS3, 반응형웹, JAVASCRIPT, HTML코딩, 웹표준코딩, SPRING 우대사항: ㆍ컴퓨터공학 전공자 ㆍ해당 직무 경험자 ㆍFull..."
https://kr.indeed.com/viewjob?jk=37519021cae8dbaa,2020년 SW 운영/개발 부문 경력직,서울 강서구,,Ajax 등) [우대사항] - 항공사 IT 운영 및 개발 유경험자 - 항공 시스템 개발/운영 경험자 - JavaScript 등 UI/UX 유지보수 및 개발 역량보유자 - SW 운영/개발 김포공항 (서울 강서구) ■ 공통 자격...
https://kr.indeed.com/viewjob?jk=8bde26c415e469ad,게으른 개발자님,서울 삼성동,,"아는 멋진 개발자님을 찾습니다. Apache, MySQL, PHP, Javascript, HTML, CSS, iOS/Android 까지 만능이면 가장... MySQL, PHP, Javascript, HTML, CSS, iOS..."
https://kr.indeed.com/viewjob?jk=399dcbca2aab4049,협업도구개발팀 - 웹 프로그래머,성남 분당구,,"언어 선호) 우대사항 - 웹 어플리케이션 환경 및 개발에 대한 이해 (HTTP, REST API, Javascript, Socket 등) - 소스형상관리와 업무협업도구 사용 경험 (Jira, Confluence, SVN..."
https://kr.indeed.com/viewjob?jk=687d65313e513785,[판교] RPA 시스템 개발,성남 삼평동,,"년 이하 학력무관 우대조건 Java Programming 가능자, Javascript/CSS Programming 가능자, DB 기업정보 1961... 가능자 - 직접 : Javascript/CSS Programming 가능자..."
https://kr.indeed.com/viewjob?jk=5a48b450c6272a62,[ESTgames]MMORPG·SNG 개발자 수시,서울 서초구,,"경험이 있는 분 * C/C++, C#, Swift, Objective C, Kotlin, Java, JavaScript, Python, Go. - 새로운 프로그래밍 언어를 습득하는데 어려움이 없거나 혹은 흥미를 갖고 있는 분..."
https://kr.indeed.com/viewjob?jk=f4a5057bd3043129,웹프론트엔드 개발자,성남 분당구,,"프론트엔드 개발경력 2년 이상 - 프론트엔드와 백엔드 기술에 대한 기본적인 이해 - HTML, CSS, Javascript 에 대한 이해 - React, Angular, Vue.js 등 프레임워크 이용 서비스 개발경험..."
https://kr.indeed.com/viewjob?jk=b3c3e0da0e987439,모바일 앱개발자,서울,,iOS) 혹은 Kotlin(Android) 을 이용한 개발 경험이 있으신 분 추가 정보 우대사항 Javascript(ES6+)를 능숙하게 다루시는 분 EPUB/PDF/웹툰 관련 개발 경험이 있으신 분 테스트 자동화 경험...
https://kr.indeed.com/viewjob?jk=56a8fee3f5e20ffc,[카카오페이지] 글로벌 운영 플랫폼 개발자,성남 분당구,,"rails, django, flask 등 스크립트 언어 기반의 REST API 서버 구축 경험 - Javascript, TypeScript, vuejs, react 등의 프론트엔드 개발 경험 7. 제출서류 - 이력서/경력기술..."
https://kr.indeed.com/viewjob?jk=d585814d097935eb,카카오톡 보이스톡/페이스톡/라이브톡 개발자 모집,성남 판교역,,"Spring/Java 혹은 Spring/Kotlin 기반 서버 개발 경험 ✓ MySQL, Python, JavaScript, Node.js 경험 ✓ 모바일/웹 환경을 위한 API 시스템 개발 경험 ✓ k8s, docker를..."
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,서울 논현동,,"frontend javascript code, build process... Extensive experience building javascript architecture... without..."
https://kr.indeed.com/viewjob?jk=3190701f5d19e3da,국내 최고회사 Front-End 개발자(사원~대리),성남 분당구,,1년 이상 이신 분 - Javascript(최소 ES5 이상) 기본 지식 보유하신 분 - CS 기본 지식 보유하신 분 - HTML/CSS를 이해하여 업무에서 활용이 가능하신 분 - Javascript Framework를 사용...
https://kr.indeed.com/viewjob?jk=1d5ebcb384aa4dfe,[KSTEC] 2020년 경력 사원 (SW개발자),성남 분당구,,"기술요구사항] 1. Java Programming 가능자 2. Javascript/CSS Programming 가능자 3. DB, SQL 가능자... 가능자 2. Javascript/CSS Programming 가능자 3..."
https://kr.indeed.com/viewjob?jk=ee4d4d032c3e47c8,2020년 각 부문 신입/경력,서울,,"성향의 소유자 [우대사항] ㆍIT관련 자격증 소유자 ㆍHTML, JavaScript 또는 Front-Side UI Framework 기술 개발 가능... 자격증 소유자 ㆍHTML, JavaScript 또는 Front-Side..."
https://kr.indeed.com/viewjob?jk=2cbd1e9b8d8729dc,모바일 FPS게임 전부문,성남 판교역,,"게임 Backend 개발 - 3년 이상의 실무 경력이 있으신 분 - REST API 개발 (PHP, javascript) - RDBMS에 대해 이해도가 높은분 - 문제 해결에 적극적이고 원활한 커뮤니케이션 가능한..."
https://kr.indeed.com/viewjob?jk=7884048e0ae59c8c,[CH그룹] 하반기 부문별 신입/경력 공개,서울 강남구,,"툴 분석 - 마케팅 전략 수립 - IMC / 매체별 마케팅 커뮤니케이션 전략 수립 - php, mysql, javascript 개발 - 온라인 채널별(홈페이지, 카카오톡 플러스친구, 네이버 카페, 유튜브 등) 콘텐츠 기획..."
https://kr.indeed.com/viewjob?jk=e8701f9078dbd6b9,Server개발 (니드포스피드엣지)_신입,서울 강남구,,자격요건 담당직무 -HTML + JavaScript 게임 UI 개발 -RESTful API 게임 서버 개발 -게임관련 In-house 툴 개발 [자격요건] -C++ 또는 JavaScript에 대한 깊은 이해 -자료 구조...
https://kr.indeed.com/viewjob?jk=6258e59c66868680,"정보시스템팀 홈페이지, 온라인몰 관리자 [ASAP]",서울 마포구,,"MS SQL 중급 이상 3) Javascript, jQuery 중급 이상 4) 이미지 편집 가능(포토샵) 5) 4년제 대졸 5) 우대조건 - HTML5, CSS, Javascript 능숙자 - ASP 가능자 - 관련..."
https://kr.indeed.com/viewjob?jk=e20bf48b417bff4d,금융그룹 IT개발3팀 시스템 개발 및 유지보수,서울 구로구,,"지보수 [자격요건] 전문대 졸 이상 금융 시스템 개발 및 유지보수 경력 3~4년차 JAVA, JSP, Javascript, PL & SQL 경험자 필수 넥사크로, 가우스 경험자 우대 * 개발3팀 구성은 상무님 총괄, 팀장 외..."
https://kr.indeed.com/viewjob?jk=9483310b29301d1f,Web 개발자,서울,,"졸이상 - 경력 :3~5년 - IT Skill : HTML, CSS, Javascript 능숙 C#.Net (기본 수준) [우대사항] - 문서작성... HTML, CSS, Javascript 능숙 C#.Net (기본 수준..."
https://kr.indeed.com/viewjob?jk=a5c53e65537b962a,Web Front-end 개발 (3년이상),서울,,"메이져 화장품 회사 업무내용/자격요건 자격요건 경력 : 웹개발 업무 3년 이상 필수조건 - Javascript 2년 이상 경력 - React, Angular, Vuejs 프레임워크 활용 경험 - Single Page..."
https://kr.indeed.com/viewjob?jk=55e85eadf3c2c3f3,영상보안[프론트엔드],서울 쌍림동,,"공지능 학습툴 개발 및 운영 [자격요건] - 경력 3년 이상 - Javascript 기반(Vue.js, Node.js 등) 개발 경험자 [우대요건... 경력 3년 이상 - Javascript 기반(Vue.js, Node.js..."
